ID pot,Time (days),Initial CO2 (ppm),Final CO2 (ppm),Time final (h)
12,49,534.315010660981,651.119957356077,24.39
12,63,547.4561238855,700.576041977731,24.16
12,77,544.850360627917,710.390878235045,22.93
12,91,509.028174783796,728.159672280382,24.78
12,105,424.9261424017,617.311749499666,26.13
70,7,559.578553454014,884.930961754781,22.63
70,14,467.842540386443,807.615172632246,25.16
70,21,468.636953204476,761.12508370044,25.19
70,35,616.041381007053,822.241807446285,24.14
70,49,535.031727078891,747.408059701492,24.39
70,63,642.587474937076,800.022012712768,24.16
70,77,537.501400084854,751.077598642342,22.93
70,91,544.95593991807,742.248702776513,24.78
70,105,482.468977356331,603.458639092728,26.13
71,7,504.497783911032,675.36334715973,22.63
71,14,517.341384225531,728.071000950269,25.16
71,21,472.742268565615,703.999515418502,25.19
71,35,526.168189273413,673.199598163031,24.14
71,49,586.370021321962,692.379189765458,24.39
71,63,584.732690584873,715.74702444435,24.16
71,77,719.753075943997,633.113194739075,22.93
71,91,500.662039144288,733.364952207556,24.78
71,105,506.720837080029,658.703343895931,26.13
31,7,543.181962821658,809.161803993251,22.63
31,14,475.910199556541,737.778112131771,25.16
31,21,481.598338419803,685.45127753304,25.19
31,35,544.50502706249,700.764162702969,24.14
31,49,637.290021321962,750.511513859275,24.39
31,63,524.64724201186,661.804786485218,24.16
31,77,573.689223589308,746.907254985151,22.93
31,91,676.741875284479,847.960764679108,24.78
31,105,426.899166189815,576.503835890594,26.13
