ID pot;Time (days);Initial CO2 (ppm);Final CO2 (ppm);Time final (h);Sites;Depth (cm);Repetition;Temperature (°C);Pot weight (g);Soil weight (g);Water volume (ml);Water content (%);Bulk density (g/cm3);Carbone(%);pHCaCl2;Temperature (K);Total carbon (Mg/ha);Molar Volume (L/mol);Headspace Volume (mL);Dry soil weight (g);CO2 emission (ug/h/g);CO2 emission (mg/kg);CO2 emission (Mg/ha);K;lnK;1/T
6;7;546,312054549882;2158,818950365580;22,86;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;4,64281588784886e-02;7,79993069158608865;6,94193831551162e-03;6,19176281739592e-05;-9,68970563410057;0,00353356890459364
6;14;494,429616724739;1871,178428888190;25,20;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;3,59592211871230e-02;12,08229831887332395;1,07532455037973e-02;4,79617269368190e-05;-9,94510722059628;0,00353356890459364
6;21;500,971134282808;1923,293022026430;25,26;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;3,70613004740878e-02;18,67889543894027327;1,66242169406568e-02;4,94407244634230e-05;-9,91473609153581;0,00353356890459364
6;35;532,797351156306;1522,628473019520;24,14;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;2,69885744980055e-02;22,67040257832465855;2,01766582947089e-02;3,60074458515759e-05;-10,23178481168394;0,00353356890459364
6;49;547,539786780384;1668,884477611940;24,43;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;3,02114640435738e-02;35,52868171524281848;3,16205267265661e-02;4,03217590215043e-05;-10,11861930862737;0,00353356890459364
6;63;538,196322682480;1632,888955249350;24,21;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;2,97614107125384e-02;44,99925299735807727;4,00493351676487e-02;3,97315653009871e-05;-10,13336459044955;0,00353356890459364
6;77;575,913322019516;1124,114806958000;22,82;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;1,58117767918205e-02;29,22016351128428013;2,60059455250430e-02;2,10994995493465e-05;-10,76626123580398;0,00353356890459364
6;91;591,109740555303;1727,468274920350;24,73;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;3,02445668463964e-02;66,05413399252979900;5,87881792533515e-02;4,04002624480342e-05;-10,11667427677980;0,00353356890459364
6;105;449,187402926510;1474,092603402270;26,13;A9;10;1;10;244,81;110,32;42,1;10,3;0,89;1,8;3,8;283;16,02;23,2222272884283;126,044943820225;98,95704;2,58166801687653e-02;65,05803402528850654;5,79016502825068e-02;3,44845972808916e-05;-10,27499778924428;0,00353356890459364
18;7;543,393976783830;2603,322272215970;22,86;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;5,44092667441244e-02;9,14075681301289045;8,13527356358147e-03;5,44196306647990e-05;-9,81878561138709;0,00353356890459364
18;14;538,513525498891;1612,655590750710;25,20;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;2,57370152482247e-02;8,64763712340348789;7,69639703982911e-03;2,57416531200059e-05;-10,56740013408210;0,00353356890459364
18;21;518,788936927772;2216,816925110130;25,26;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;4,05890133152962e-02;20,45686271090926667;1,82066078127093e-02;4,06063215653602e-05;-10,11158679989683;0,00353356890459364
18;35;584,731351484337;2356,524249630970;24,14;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;4,43172380963990e-02;37,22648000097517951;3,31315672008679e-02;4,43516439869335e-05;-10,02336078141919;0,00353356890459364
18;49;495,041108742004;2160,290490405120;24,43;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;4,11578623239621e-02;48,40164609297938370;4,30774650227517e-02;4,11994204638351e-05;-10,09708636811950;0,00353356890459364
18;63;513,551384326607;2013,952860372850;24,21;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;3,74205088902897e-02;56,57980944211801955;5,03560304034850e-02;3,74646876142389e-05;-10,19211173225192;0,00353356890459364
18;77;579,494526941027;1684,362664403900;22,82;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;2,92342398210753e-02;54,02487518934716348;4,80821389185190e-02;2,92671929527806e-05;-10,43904336371175;0,00353356890459364
18;91;570,669048702776;2029,512471552120;24,73;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;3,56189867816815e-02;77,79186713119234753;6,92347617467612e-02;3,56768382318295e-05;-10,24100886875774;0,00353356890459364
18;105;452,315458186872;1640,476734489660;26,13;A9;10;2;10;246,04;124,93;27,5;24,9;0,89;2,4;3,8;283;21,36;23,2222272884283;109,629213483146;93,82243;2,74557290513029e-02;69,18843720928337859;6,15777091162622e-02;2,74953806716593e-05;-10,50149254297725;0,00353356890459364
55;7;690,779235327543;3288,905476659170;22,86;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;7,17331288918043e-02;12,05116565382312110;1,07255374319026e-02;1,07640235625588e-04;-9,13671604309284;0,00353356890459364
55;14;491,531042128603;2492,810262907820;25,20;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;5,01236739856399e-02;16,84155445917501126;1,49889834686658e-02;7,52251087953551e-05;-9,49502548918327;0,00353356890459364
55;21;485,545744320109;2887,744158590310;25,26;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;6,00221131159734e-02;30,25114501045058191;2,69235190593010e-02;9,01183898100824e-05;-9,31438630973603;0,00353356890459364
55;35;580,305289486633;2571,470518287680;24,14;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;5,20601943614347e-02;43,73056326360517687;3,89202013046086e-02;7,81972030293141e-05;-9,45627667794123;0,00353356890459364
55;49;556,752324093817;1488,786908315570;24,43;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;2,40793251914187e-02;28,31728642510835314;2,52023849183464e-02;3,61509877904171e-05;-10,22780628496332;0,00353356890459364
55;63;559,227166076533;1861,122435049700;24,21;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;3,39404042405233e-02;51,31789121167121692;4,56729231783874e-02;5,09924258878178e-05;-9,88383344827252;0,00353356890459364
55;77;594,735341535851;1725,876792532880;22,82;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;3,12850626257620e-02;57,81479573240815739;5,14551682018433e-02;4,70125834000653e-05;-9,96509526017173;0,00353356890459364
55;91;551,023759672280;2054,871415566680;24,73;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;3,83809286083210e-02;83,82394808057317448;7,46033137917101e-02;5,77227298834867e-05;-9,75985952989829;0,00353356890459364
55;105;443,166230687485;1679,859072715140;26,13;A9;10;3;10;249,33;116,90;35,5;16,9;0,89;1,6;4,0;283;14,24;23,2222272884283;118,651685393258;97,14390;2,98715796027062e-02;75,27638059881958554;6,69959787329494e-02;4,49131054457114e-05;-10,01078092505415;0,00353356890459364
20;7;536,856936439646;2809,309916338580;22,86;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;6,15048923664441e-02;10,33282191756261170;9,19621150663072e-03;8,20300699114076e-05;-9,40842467168364;0,00353356890459364
20;14;489,434288881850;2346,963873930950;25,20;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;4,56064409322893e-02;15,32376415324919527;1,36381500963918e-02;6,08344863999159e-05;-9,70735371927031;0,00353356890459364
20;21;487,343870803662;1938,744845814980;25,26;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;3,55504454873149e-02;17,91742452560672305;1,59465078277900e-02;4,74242012215956e-05;-9,95637788526668;0,00353356890459364
20;35;579,227857962933;2133,374651467930;24,14;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;3,98332511004283e-02;33,45993092435980287;2,97793385226802e-02;5,31604263501988e-05;-9,84219630401974;0,00353356890459364
20;49;519,618550106610;1985,561023454160;24,43;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;3,71265371736989e-02;43,66080771626995727;3,88581188674803e-02;4,95621829205986e-05;-9,91228245615641;0,00353356890459364
20;63;507,471054989122;1771,301992235830;24,21;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;3,22987099046359e-02;48,83564937580946719;4,34637279444704e-02;4,31234719931394e-05;-10,05144311528362;0,00353356890459364
20;77;584,337802291048;1889,048918116250;22,82;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;3,53744507520413e-02;65,37198498977234351;5,81810666408974e-02;4,72517903487758e-05;-9,96002001376299;0,00353356890459364
20;91;582,314519799727;2349,861174328630;24,73;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;4,42219360823268e-02;96,58070840380163702;8,59568304793835e-02;5,91213342299840e-05;-9,73591871341281;0,00353356890459364
20;105;460,532167089022;1828,423865910610;26,13;A9;10;4;10;244,60;122,72;28,7;23,7;0,89;1,8;3,8;283;16,02;23,2222272884283;112,112359550562;93,63536;3,23894286638938e-02;81,62136023301239618;7,26430106073810e-02;4,32841155648366e-05;-10,04772483633799;0,00353356890459364
53;7;533,546959980518;981,765712879640;22,86;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;1,75304794312196e-02;2,94512054444489202;4,18207117311175e-03;3,82534399417324e-05;-10,17127706861828;0,00353356890459364
53;14;476,457348748812;854,248970541653;25,20;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;1,34039184942098e-02;4,50371661405447732;6,39527759195736e-03;2,92509015674859e-05;-10,43960016194139;0,00353356890459364
53;21;478,255891827738;800,575621145375;25,26;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;1,14086311723974e-02;5,74995011088827557;8,16492915746135e-03;2,48980668815026e-05;-10,60072039278841;0,00353356890459364
53;35;517,910603575529;819,422478268001;24,14;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;1,11672734808176e-02;9,38050972388681537;1,33203238079193e-02;2,43753551294199e-05;-10,62193797177440;0,00353356890459364
53;49;503,513646055437;760,897398720682;24,43;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;9,41971272736800e-03;11,07758216738476875;1,57301666776864e-02;2,05624559754559e-05;-10,79204367045224;0,00353356890459364
53;63;575,932938014590;806,084979309757;24,21;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;8,49963034591346e-03;12,85144108302115384;1,82490463378900e-02;1,85554894474550e-05;-10,89474488560209;0,00353356890459364
53;77;577,058845990666;809,383495969453;22,82;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;9,10247821308236e-03;16,82137973777619777;2,38863592276422e-02;1,98751530454442e-05;-10,82604019705382;0,00353356890459364
53;91;552,150341374602;836,104050978607;24,73;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;1,02660512274808e-02;22,42105588081813039;3,18378993507617e-02;2,24215156330348e-05;-10,70548954077488;0,00353356890459364
53;105;484,370677675141;654,713475650434;26,13;A9;20;1;10;244,67;114,22;8,8;14,2;1,42;1,1;4,0;283;15,62;23,2222272884283;169,563380281690;98,00076;5,82860149630146e-03;14,68807577067967607;2,08570675943651e-02;1,27254466259645e-05;-11,27190689783600;0,00353356890459364
56;7;562,874389154964;733,677182930259;22,86;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;6,69948833535831e-03;1,12551404034019531;1,59822993728308e-03;1,33996050740184e-05;-11,22028532352990;0,00353356890459364
56;14;487,198637947419;591,406651884701;25,20;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;3,70786120881820e-03;1,24584136616291663;1,76909473995134e-03;7,41610739485662e-06;-11,81185624829848;0,00353356890459364
56;21;491,119472702611;552,253242290749;25,26;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;2,17005489853847e-03;1,09370766886338933;1,55306488978601e-03;4,34030759290770e-06;-12,34756533842153;0,00353356890459364
56;35;495,783245858619;572,876176808266;24,14;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;2,86351974917276e-03;2,40535658930512186;3,41560635681327e-03;5,72761355723733e-06;-12,07021159614794;0,00353356890459364
56;49;545,822430703625;976,115095948827;24,43;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;1,57929538945560e-02;18,57251377999785902;2,63729695675970e-02;3,16103759432514e-05;-10,36202513863280;0,00353356890459364
56;63;526,339874578730;572,176485644810;24,21;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;1,69762046637964e-03;2,56680214516600991;3,64485904613573e-03;3,39560410587092e-06;-12,59302887290942;0,00353356890459364
56;77;643,182435299109;601,369622401358;22,82;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;-1,64292083148335e-03;-3,03611769658122244;-4,31128712914534e-03;-3,28542605798152e-06;NA;0,00353356890459364
56;91;538,640555302685;594,186162949477;24,73;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;2,01394913231228e-03;4,39846490497001597;6,24582016505742e-03;4,02863663543762e-06;-12,42208254310498;0,00353356890459364
56;105;429,523747241069;478,040235156771;26,13;A9;20;2;10;248,69;112,31;10,7;12,3;1,42;1,2;3,8;283;17,04;23,2222272884283;170,908450704225;98,49587;1,66484128311957e-03;4,19540003346132107;5,95746804751508e-03;3,33026475820377e-06;-12,61245875016433;0,00353356890459364
48;7;553,610796330871;915,027523903262;22,86;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;1,41495990653904e-02;2,37713264298558391;3,37552835303953e-03;1,54367602505993e-05;-11,07875886371375;0,00353356890459364
48;14;484,394678492239;751,886490338929;25,20;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;9,49996625331546e-03;3,19198866111399360;4,53262389878187e-03;1,03643514511648e-05;-11,47713838507472;0,00353356890459364
48;21;500,337334689725;717,898678414097;25,26;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;7,70833351917017e-03;3,88500009366176391;5,51670013299971e-03;8,40983368378981e-06;-11,68610886018093;0,00353356890459364
48;35;530,732819419387;748,719952435624;24,14;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;8,08175544841348e-03;6,78867457666731955;9,63991789886759e-03;8,81782104364793e-06;-11,63873576567221;0,00353356890459364
48;49;540,190959488273;701,977441364606;24,43;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;5,92694469892428e-03;6,97008696593495802;9,89752349162764e-03;6,46678231736281e-06;-11,94883189659475;0,00353356890459364
48;63;525,880679151913;736,362911138603;24,21;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;7,78095246015789e-03;11,76480011975872486;1,67060161700574e-02;8,49058220444162e-06;-11,67655298467516;0,00353356890459364
48;77;682,787696224014;726,371489181163;22,82;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;1,70931259853704e-03;3,15880968209645507;4,48550974857697e-03;1,86483853501715e-06;-13,19233608501476;0,00353356890459364
48;91;618,764497041420;790,572781065089;24,73;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;6,21773337228672e-03;13,57952968507419023;1,92829321528053e-02;6,78507612486584e-06;-11,90078504515809;0,00353356890459364
48;105;437,329927245974;609,796114076051;26,13;A9;20;3;10;251,11;113,07;10,0;13,0;1,42;2,2;4,1;283;31,24;23,2222272884283;170,373239436620;98,37090;5,90713182154913e-03;14,88597219030380181;2,11380805102314e-02;6,44632495622041e-06;-11,95200036376901;0,00353356890459364
57;7;604,565841383229;922,759438273341;22,86;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;1,25069538154606e-02;2,10116824099738775;2,98365890221629e-03;2,50160978211191e-05;-10,59599102747423;0,00353356890459364
57;14;487,281438074121;718,870810896421;25,20;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;8,25761103416093e-03;2,77455730747807205;3,93987137661886e-03;1,65171316305966e-05;-11,01111243505606;0,00353356890459364
57;21;489,514784672770;692,538775330397;25,26;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;7,22188136735254e-03;3,63982820914568128;5,16855605698687e-03;1,44459537117233e-05;-11,14509620256868;0,00353356890459364
57;35;501,873298343448;722,968459898311;24,14;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;8,22959208349848e-03;6,91285735013872138;9,81625743719698e-03;1,64639268214987e-05;-11,01433882364080;0,00353356890459364
57;49;571,483454157783;701,689083155650;24,43;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;4,78897565336198e-03;5,63183536835369036;7,99720622306224e-03;9,58019957039469e-06;-11,55581213421574;0,00353356890459364
57;63;516,106821381340;712,102555351734;24,21;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;7,27424904028504e-03;10,99866454891097689;1,56181036594536e-02;1,45551694093938e-05;-11,13756434157686;0,00353356890459364
57;77;584,475731862537;686,928807806534;22,82;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;4,03409106681781e-03;7,45500029147931365;1,05861004139006e-02;8,07068935126751e-06;-11,72727165786005;0,00353356890459364
57;91;533,301593081475;561,936231224397;24,73;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;1,04040856585607e-03;2,27225230782966303;3,22659827711812e-03;2,08101416248154e-06;-13,08265520496251;0,00353356890459364
57;105;495,214379138396;602,614659773182;26,13;A9;20;4;10;249,67;129,41;-6,5;29,4;1,42;1,2;4,0;283;17,04;23,2222272884283;158,866197183099;91,36346;3,69319588226620e-03;9,30685362331082366;1,32157321451014e-02;7,38925758251651e-06;-11,81548329049788;0,00353356890459364
38;7;550,624238980437;635,959962035996;22,86;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;3,29430561308449e-03;0,55344334299819375;7,63751813337507e-04;7,90655226486023e-06;-11,74781874163870;0,00353356890459364
38;14;491,366487171365;549,582768451061;25,20;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;2,03869923122044e-03;0,68500294169006826;9,45304059532294e-04;4,89304574438169e-06;-12,22769559675725;0,00353356890459364
38;21;500,378043404544;500,067612334802;25,26;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;-1,08452876400320e-05;-0,00546602497057615;-7,54311445939509e-06;-2,60286832275932e-08;NA;0,00353356890459364
38;35;493,169156962441;532,845038543546;24,14;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;1,45043596261972e-03;1,21836620860056577;1,68134536786878e-03;3,48125838697471e-06;-12,56811672408888;0,00353356890459364
38;49;493,237057569296;535,534626865672;24,43;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;1,52792199682777e-03;1,79683626826946163;2,47963405021186e-03;3,66734228293553e-06;-12,51604333182520;0,00353356890459364
38;63;528,921163772877;524,014589821253;24,21;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;-1,78851587409601e-04;-0,27042360016331662;-3,73184568225377e-04;-4,29238006005198e-07;NA;0,00353356890459364
38;77;535,806448875690;575,623419601188;22,82;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;1,53979113663803e-03;2,84553402050708382;3,92683694829978e-03;3,69602461106229e-06;-12,50825274536981;0,00353356890459364
38;91;599,883568502503;560,568730086482;24,73;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;-1,40294814236662e-03;-3,06403874292869416;-4,22837346524160e-03;-3,36655980453154e-06;NA;0,00353356890459364
38;105;430,866345132020;468,786315877252;26,13;A9;30;1;10;244,35;113,54;10,9;13,5;1,38;1,0;4,2;283;13,80;23,2222272884283;167,724637681159;98,21210;1,28067173202736e-03;3,22729276470894577;4,45366401529834e-03;3,07410823591569e-06;-12,69249570334552;0,00353356890459364
19;7;607,538923613930;691,080409870641;22,86;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;3,22828255398282e-03;0,54235146906911347;7,48445027315377e-04;1,54965967345005e-05;-11,07489012366320;0,00353356890459364
19;14;498,948321191004;528,449936648717;25,20;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;1,03416735590344e-03;0,34748023158355468;4,79522719585305e-04;4,96417580563765e-06;-12,21326327512543;0,00353356890459364
19;21;475,636512377077;460,998079295154;25,26;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;-5,11925559172716e-04;-0,25801048182304887;-3,56054464915807e-04;-2,45717928677412e-06;NA;0,00353356890459364
19;35;528,755109070035;561,179022470067;24,14;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;1,18651636572801e-03;0,99667374721152746;1,37540977115191e-03;5,69584626439863e-06;-12,07577337431739;0,00353356890459364
19;49;530,197441364606;561,044605543710;24,43;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;1,11541722223064e-03;1,31173065334322780;1,81018830161365e-03;5,35470509050088e-06;-12,13753492738296;0,00353356890459364
19;63;560,906701932511;515,031014035237;24,21;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;-1,67391487184491e-03;-2,53095928622950606;-3,49272381499672e-03;-8,03275849786010e-06;NA;0,00353356890459364
19;77;653,396478574459;657,331820110310;22,82;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;1,52339440816412e-04;0,28152328662872855;3,88502135547645e-04;7,31249902499743e-07;-14,12851057173404;0,00353356890459364
19;91;688,391533909877;647,880655439235;24,73;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;-1,44708190304201e-03;-3,16042687624374929;-4,36138908921637e-03;-6,94379882887293e-06;NA;0,00353356890459364
19;105;433,696068012752;460,548198799199;26,13;A9;30;2;10;248,52;113,20;11,2;13,2;1,38;0,5;3,9;283;6,90;23,2222272884283;167,971014492754;98,25760;9,07788991556872e-04;2,28762825872331721;3,15692699703818e-03;4,35838427181957e-06;-12,34340914914291;0,00353356890459364
16;7;518,323581459534;622,592660292463;22,86;A9;30;3;10;249,24;118,73;5,7;18,7;1,38;0,5;4,3;283;6,90;23,2222272884283;163,963768115942;96,52749;4,00362656654111e-03;0,67260926317890712;9,28200783186892e-04;1,92187002159453e-05;-10,85962678335068;0,00353356890459364
16;14;492,301583782072;543,391479252455;25,20;A9;30;3;10;249,24;118,73;5,7;18,7;1,38;0,5;4,3;283;6,90;23,2222272884283;163,963768115942;96,52749;1,77954397717308e-03;0,59792677633015434;8,25138951335613e-04;8,54232186890565e-06;-11,67047770551202;0,00353356890459364
16;21;481,029035266192;479,453277533040;25,26;A9;30;3;10;249,24;118,73;5,7;18,7;1,38;0,5;4,3;283;6,90;23,2222272884283;163,963768115942;96,52749;-5,47558282512078e-05;-0,02759693743860875;-3,80837736652801e-05;-2,62827250286448e-07;NA;0,00353356890459364
16;35;492,860300147614;559,582753813351;24,14;A9;30;3;10;249,24;118,73;5,7;18,7;1,38;0,5;4,3;283;6,90;23,2222272884283;163,963768115942;96,52749;2,42610165831501e-03;2,03792539298460529;2,81233704231876e-03;1,16476618277741e-05;-11,36040509957442;0,00353356890459364
